ID,Название клинической рекомендации,МКБ-10,Возрастная группа,Разработчик,Дата размещения,Статус применения КР,Ссылка на клиническую рекомендацию,Слова из списка препаратов,Слова из списка маркеров,Слова из списка возможных маркеров
КР850,Идиопатический сколиоз,"M41, M41.0, M41.1, M41.2, M41.3, M41.8, M41.9","Взрослые, дети","Ассоциация травматологов-ортопедов России, Общероссийская общественная организация ""Союз реабилитологов России"", Межрегиональная общественная организация «Ассоциация хирургов-вертебрологов»",18.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/850_1,,,
КР846,Переломы дистального отдела костей предплечья,"M89.0, S52.5, S52.6, S52.8, S52.9, S54.0, S54.1","Взрослые, дети",Ассоциация травматологов-ортопедов России,18.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/846_1,,,
КР851,Переломы диафиза плечевой кости,S42.3,"Взрослые, дети",Ассоциация травматологов-ортопедов России,18.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/851_1,,,
КР852,Переломы диафиза большеберцовой кости,S82.2,"Взрослые, дети",Ассоциация травматологов-ортопедов России,18.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/852_1,,,
КР849,Грыжа пищеводного отверстия диафрагмы,"K44.0, K44.1, K44.9",Взрослые,"Общероссийская общественная организация ""Российское общество хирургов""",18.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/849_1,,,
КР848,Мальформация кровеносных сосудов головы и шеи,"D10, D18, Q25.8, Q25.9, Q26.8, Q26.9, Q27, Q28.8, Q28.9","Взрослые, дети",ООО «Общество специалистов в области челюстно-лицевой хирургии»,18.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/848_1,,,
КР844,"Инфекция, ассоциированная с ортопедическими имплантатами","T84.5, T84.6, T84.7, Z96.6",Взрослые,Ассоциация травматологов-ортопедов России,18.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/844_1,хмель,,
КР845,Переломы диафиза костей предплечья,"S52.2, S52.3, S52.4, S52.7, S59.7","Взрослые, дети",Ассоциация травматологов-ортопедов России,18.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/845_1,,,
КР842,Доброкачественные образования головы и шеи,"D10.0, D10.1, D10.2, D10.3, D11.0, D11.7, D11.9, D13.0, D14.0, D16.0, D17.0, D18.0, D18.1, D19.0, D21.0, D22.0, D23.0, D23.1, D23.2, D23.3, D23.4, D36.0, D36.7, D36.9",Взрослые,ООО «Общество специалистов в области челюстно-лицевой хирургии»,18.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/842_1,,,
КР151,Фолликулярная лимфома,"C82, C85.9","Взрослые, дети","Ассоциация онкологов России, Национальное общество детских гематологов, онкологов, Российское общество онкогематологов, Ассоциация содействия развитию гематологии, трансфузиологии и трансплантации костного мозга ""Национальное гематологическое общество""",18.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/151_2,,,
КР21,Наружный отит,"H60.0, H60.1, H60.2, H60.3, H60.5, H60.8, H60.9, H61.0, H61.8, H61.9, H62.0, H62.1, H62.2, H62.3, H62.4, H62.8",Дети,"Союз педиатров России, Национальная медицинская ассоциация оториноларингологов, Межрегиональная ассоциация по клинической микробиологии и антимикробной химиотерапии",18.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/21_3,,,
КР688,Открытая рана запястья и кисти,"S61.0, S61.1, S61.7, S61.8, S61.9, T01.2, T92.0","Взрослые, дети",Ассоциация травматологов-ортопедов России,18.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/688_2,Лонгидаза,,
КР843,Глаукомы вторичные,"H40.3, H40.4, H40.5, H40.8, H40.9, H42.8",Взрослые,"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Общероссийская общественная организация «Общество офтальмологов России», Общероссийская общественная организация ""Российское общество офтальмологов-глаукоматологов""",17.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/843_1,,,
КР704,Болезнь Шёйермана,"M40.0, M40.1, M40.2, M42.0, Q76.4, Q77.8","Взрослые, дети","Ассоциация нейрохирургов России, Ассоциация травматологов-ортопедов России, Общероссийская общественная организация ""Союз реабилитологов России"", Российская ассоциация хирургов-вертебрологов",17.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/704_2,,,
КР841,Гестационный сахарный диабет,"O24.0, O24.1, O24.3, O24.4, O24.9","Взрослые, дети","Российская ассоциация эндокринологов, Российское общество акушеров-гинекологов",17.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/841_1,Витамины; Поливитамины; клюква,,
КР603,Хроническая обструктивная болезнь легких,"J44, Z57.2, Z57.3, Z57.4, Z57.5",Взрослые,"Ассоциация врачей и специалистов медицины труда, Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Российское респираторное общество",17.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/603_3,,антиоксидант,
КР131,Острые миелоидные лейкозы,"C92.0, C92.3, C92.5, C92.6, C92.7, C92.8, C92.9, C93.0, C94.0, C94.2, C94.7, C95.0",Взрослые,"Ассоциация содействия развитию гематологии, трансфузиологии и трансплантации костного мозга ""Национальное гематологическое общество""",17.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/131_2,Таурин,,
КР43,Открытый артериальный проток (ОАП),Q25.0,"Взрослые, дети","Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Всероссийская общественная организация ""Ассоциация детских кардиологов России"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов""",17.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/43_2,Предуктал,,
КР535,Рак носоглотки,C11,Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество специалистов по опухолям головы и шеи"", Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Федерация специалистов по лечению заболеваний головы и шеи», Некоммерческая организация ""Ассоциация онкологических организаций Сибири и Дальнего Востока",16.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/535_2,,,
КР266,Солитарная (экстрамедуллярная) плазмоцитома,"C90.2, C90.3",Взрослые,"Ассоциация онкологов России, Ассоциация содействия развитию гематологии, трансфузиологии и трансплантации костного мозга ""Национальное гематологическое общество"", Региональная общественная организация ""Общество онкогематологов""",13.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/266_2,,,
КР592,"Психические и поведенческие расстройства, вызванные употреблением психоактивных веществ. Пагубное (с вредными последствиями) употребление","F10.1, F11.1, F12.1, F13.1, F14.1, F15.1, F16.1, F17.1, F18.1, F19.1",Взрослые,"Общественная организация ""Российское общество психиатров""",13.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/592_3,хмель,,
КР273,Хронический панкреатит,"K86.0, K86.1, K86.2, K86.3, K86.8, K90.3",Взрослые,"Общероссийская общественная организация ""Российское общество хирургов"", Российская Гастроэнтерологическая Ассоциация, Международная общественная организация ""Ассоциация хирургов-гепатологов"", Ассоциация ""Эндоскопическое общество ""РЭндО"", Межрегиональная Общественная Организация ""Научное сообщество по содействию клиническому изучению микробиома человека""",13.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/273_5,Панкреатин,антиоксидант,
КР838,Вирусные пневмонии,"J12, J12.0, J12.1, J12.2, J12.3, J12.8, J12.9",Взрослые,"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ), Межрегиональная ассоциация специалистов респираторной медицины (МАСРМ)",12.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/838_1,Ренгалин; Гвайфенезин; Интерфероны; Меглюмин; Реамберин; Меглюмина натрия сукцинат; Ренгалин; Тимьян; Трекрезан,антиоксидант,
КР281,Инфекция мочевых путей,"N10, N11, N13.6, N15.1, N30, N30.0, N30.1, N30.9, N39.0",Дети,"Союз педиатров России, Межрегиональная ассоциация по клинической микробиологии и антимикробной химиотерапии, Творческое объединение детских нефрологов",12.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/281_3,Canephron,,
КР840,Врожденная диафрагмальная грыжа,"K44.0, K44.1, K44.9, Q40.1, Q79.0, Q79.1",Дети,"Общероссийская общественная организация ""Российская ассоциация детских хирургов""",12.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/840_1,Предуктал,, АТФ 
КР836,Киста почки у детей,"N28.1, Q61.0",Дети,"Союз педиатров России, Ассоциация специалистов детских урологов-андрологов",11.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/836_1,,,
КР837,Гастрит и дуоденит у детей,"K29.0, K29.1, K29.3, K29.4, K29.5, K29.6, K29.7, K29.8, K29.9, K31.8",Дети,"Союз педиатров России, Автономная некоммерческая организация ""Общество детских гастроэнтерологов, гепатологов и нутрициологов""",11.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/837_1,фитотерапия; фитотерапия; фитотерапия,,
КР839,Лямблиоз у детей и взрослых,A07.1,"Взрослые, дети",Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ),11.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/839_1,Бендазол,антиоксидант,
КР587,Почечная колика,"N13.2, N23",Взрослые,"Общероссийская общественная организация ""Российское общество урологов""",09.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/587_2,Метамизол; Metamizole; Dipyrone; Метамизол,,
КР327,Острая неопухолевая кишечная непроходимость,"K31.5, K45, K46, K56.0, K56.1, K56.2, K56.3, K56.4, K56.5, K56.6, K56.7",Взрослые,"Общероссийская общественная организация ""Российское общество хирургов""",06.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/327_3,,,
КР835,Энурез,"F98.0, G96.8, N31.9, N39, N39.3, N39.4, N39.8, N39.9, R32",Дети,"Союз педиатров России, Национальная ассоциация детских реабилитологов",06.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/835_1,Piracetam; Гопантеновая кислота,,
КР834,Болезнь Гоше,E75.2,Взрослые,"Ассоциация травматологов-ортопедов России, Национальное гематологическое общество, Некоммерческое Партнерство ""Национальное общество по изучению болезни Паркинсона и расстройств движений"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов"" , Российское общество детских онкологов и гематологов",05.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/834_1,,,
КР541,Неэпителиальные опухоли яичников,C56,Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Российское общество специалистов по профилактике и лечению опухолей репродуктивной системы»",04.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/541_2,,,
КР237,Рак пищевода и кардии,"C15, C16.0",Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация ""Российское общество онкопатологов""",04.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/237_6,,,
КР618,Забрюшинные неорганные саркомы,"C48.0, C48.8",Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии»",03.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/618_3,,,
КР76,Саркомы мягких тканей,"C22.4, C48.0, C49.0, C49.1, C49.2, C49.3, C49.4, C49.5, C49.6, C49.8, C49.9, C76.3",Дети,Российское общество детских онкологов и гематологов,03.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/76_2,,,
КР584,Герминогенные опухоли у мужчин,"C38.1, C38.2, C38.3, C38.8, C48.0, C48.8, C62.0, C62.1, C62.9, D40.1",Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество урологов"", Общероссийская общественная организация ""Российское общество онкоурологов"", Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация ""Российское общество онкопатологов""",02.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/584_2,,,
КР501,Рак вульвы,"C51, D07.1",Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Российское общество специалистов по профилактике и лечению опухолей репродуктивной системы»",02.12.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/501_2,,,
КР602,Синдром гипоплазии левых отделов сердца,Q23.4,Дети,"Ассоциация сердечно-сосудистых хирургов России, Всероссийская общественная организация ""Ассоциация детских кардиологов России"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов"" , Национальная ассоциация экспертов по санаторно-курортному лечению",29.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/602_2,,,
КР580,Желчнокаменная болезнь,"K80, K81.1, K82.8, K83.0, K83.8, K83.9",Дети,"Союз педиатров России, Общероссийская общественная организация ""Российская ассоциация детских хирургов"", Автономная некоммерческая организация ""Общество детских гастроэнтерологов, гепатологов и нутрициологов"", Национальная ассоциация экспертов по санаторно-курортному лечению",29.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/580_3,Метамизол; Metamizole; Метамизол; фитотерапия; Таурин; фитотерапия; фитотерапия,потенцирование; потенцирование; цветотерапия,
КР67,"Злокачественные новообразования почек, почечных лоханок, мочеточника, других и неуточненных мочевых органов","C64, C65, C66, C68",Дети,Российское общество детских онкологов и гематологов,29.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/67_2,,,
КР833,Дисменорея,"N94.0, N94.4, N94.5, N94.6, N94.8","Взрослые, дети",Российское общество акушеров-гинекологов,28.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/833_1,,,
КР121,Апластическая анемия,"D61.1, D61.3, D61.8, D61.9",Взрослые,Национальное гематологическое общество,28.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/121_2,,,
КР642,Внематочная (эктопическая) беременность,"O00, O08",Взрослые,"Российское общество акушеров-гинекологов, Ассоциация акушерских анестезиологов-реаниматологов",28.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/642_2,Стелла,,
КР832,Закрытые повреждения мягких тканей конечностей,"S40.0, S46.7, S46.8, S46.9, S50.0, S50.1, S56.7, S56.8, S60.0, S60.1, S60.2, S66.6, S66.7, S66.8, S66.9, S70.0, S70.1, S73.1, S76.1, S76.3, S76.4, S76.7, S79.7, S79.8, S80.0, S80.1, S80.7, S80.8, S80.9, S86.0, S86.1, S86.2, S86.3, S86.7, S86.8, S86.9, S90.0, S90.1, S90.2, S90.3, S93.2, S93.4, S93.6, S96.1, S96.7, S96.9, T06.4, T11.5, T13.5, T14.6, T93.3, T93.5","Взрослые, дети",Ассоциация травматологов-ортопедов России,28.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/832_1,Actovegin,,
КР831,Воспалительные поражения позвоночника,"A18.0, A23, B67.2, B67.6, M46.1, M46.2, M46.3, M46.4, M46.5, M46.8, M46.9, M49.0, M49.2, M49.3, M86.3, Y83.8, Y83.9",Взрослые,"Ассоциация травматологов-ортопедов России, Общероссийская общественная организация ""Союз реабилитологов России"", Межрегиональная общественная организация «Ассоциация хирургов-вертебрологов», Национальная ассоциация фтизиатров (НАФ), Российская ассоциация фтизиатров (РОФ)",28.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/831_1,,,
КР830,Перерыв дуги аорты. Двойная дуга аорты,Q25.4,Дети,"Ассоциация сердечно-сосудистых хирургов России, Всероссийская общественная организация ""Ассоциация детских кардиологов России"", Российское научное общество специалистов по рентгенэндоваскулярной диагностике и лечению",27.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/830_1,,,
КР829,Аномалия развития коронарных сосудов,Q24.5,Дети,"Ассоциация сердечно-сосудистых хирургов России, Всероссийская общественная организация ""Ассоциация детских кардиологов России"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов"" , Национальная ассоциация экспертов по санаторно-курортному лечению",27.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/829_1,,,
КР828,Грыжи передней брюшной стенки,"K40.0, K40.1, K40.2, K40.3, K40.4, K40.9, K42.0, K42.1, K42.9, K43.6, K43.7, K43.9",Дети,"Общероссийская общественная организация ""Российская ассоциация детских хирургов""",27.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/828_1,,,
КР536,Витамин-В12-дефицитная анемия,"D51.0, D51.1, D51.3, D51.8, D51.9, D53.1","Взрослые, дети","Национальное гематологическое общество, Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Ассоциация специалистов и организаций лабораторной службы «Федерация лабораторной медицины», Общероссийская общественная организация «Российская ассоциация геронтологов и гериатров», РОО «Общество специалистов по нервно-мышечным заболеваниям» , Российское общество детских онкологов и гематологов",27.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/536_3,,,
КР540,Фолиеводефицитная анемия,D52,"Взрослые, дети","Национальное гематологическое общество, Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Российское общество детских онкологов и гематологов",27.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/540_3,,,
КР145,Острые порфирии,E80.2,"Взрослые, дети","Национальное гематологическое общество, РОО «Общество специалистов по нервно-мышечным заболеваниям» , Российское общество детских онкологов и гематологов",27.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/145_3,,, ГАМК 
КР827,Макроглобулинемия Вальденстрема,C88.0,Взрослые,"Ассоциация онкологов России, Национальное гематологическое общество, Региональная общественная организация «Общество онкогематологов»",26.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/827_1,,,
КР130,Волосатоклеточный лейкоз,C91.4,Взрослые,"Ассоциация онкологов России, Национальное гематологическое общество, Региональная общественная организация «Общество онкогематологов»",26.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/130_2,,,
КР825,Норовирусный гастроэнтерит у детей,A08.1,Дети,"Межрегиональная общественная организация ""Ассоциация врачей-инфекционистов Санкт-Петербурга и Ленинградской области"", Международная общественная организация ""Евро-Азиатское общество по инфекционным болезням""",26.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/825_1,Анаферон; Анаферон; Умифеновир,аффинно очищенные; аффинно очищенные, SAM 
КР543,Серповидно-клеточные нарушения,D57,"Взрослые, дети","Национальное гематологическое общество, Ассоциация специалистов и организаций лабораторной службы «Федерация лабораторной медицины», Российское общество детских онкологов и гематологов",26.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/543_3,,дилюция; дилюция,
КР826,Дегенеративные заболевания позвоночника,"G58.0, M19.8, M41.5, M42.1, M42.9, M43.1, M43.8, M46.0, M46.1, M47.0, M47.1, M47.2, M48.0, M50.0, M50.1, M50.2, M50.3, M50.8, M50.9, M51.0, M51.1, M51.2, M51.3, M53.0, M53.1, M53.2, M53.3, M53.8, M54.1, M54.2, M54.3, M54.4, M54.5, M54.6, M54.8, M54.9, M96.4, M96.8, M96.9, M99.4, M99.5, M99.6, M99.7, S33.6","Взрослые, дети","Ассоциация нейрохирургов России, Ассоциация травматологов-ортопедов России, Общероссийская общественная организация ""Союз реабилитологов России"", Межрегиональная общественная организация «Ассоциация хирургов-вертебрологов», Некоммерческая организация «Ассоциация интервенционного лечения боли»",26.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/826_1,Хондроитин,,
КР824,Хронический вирусный гепатит С (ХВГС) у детей,B18.2,Дети,"Межрегиональная общественная организация ""Ассоциация врачей-инфекционистов Санкт-Петербурга и Ленинградской области"", Международная общественная организация ""Евро-Азиатское общество по инфекционным болезням"", Российское общество детских гастроэнтерологов, гепатологов и нутрициологов",25.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/824_1,пальма; Фосфоглив; Фосфоглив,,
КР157,Острый инфаркт миокарда с подъемом сегмента ST электрокардиограммы,"I21.0, I21.1, I21.2, I21.3, I21.9, I22.0, I22.1, I22.8, I22.9, I24.0, I24.8, I24.9",Взрослые,"Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Российское научное общество специалистов по рентгенэндоваскулярной диагностике и лечению, Общероссийская общественная организация «Российское общество скорой медицинской помощи»",25.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/157_5,Трифосаденин,,
КР703,Сальмонеллез у детей,"A02.0, A02.1, A02.2, A02.8, A02.9",Дети,"Межрегиональная общественная организация ""Ассоциация врачей-инфекционистов Санкт-Петербурга и Ленинградской области"", Международная общественная организация ""Евро-Азиатское общество по инфекционным болезням""",25.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/703_2,Ликопид; Глюкозаминилмурамилдипептид; Азоксимера бромид,,
КР821,Химический ожог пищевода,"T28.5, T28.6, T28.7","Взрослые, дети","Союз педиатров России, Общероссийская общественная организация ""Российская ассоциация детских хирургов"", Общероссийская общественная организация ""Российское общество хирургов"", Автономная некоммерческая организация ""Общество детских гастроэнтерологов, гепатологов и нутрициологов"", Региональная Общественная организация ""Национальное общество Торакальных Хирургов""",25.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/821_1,Метамизол; Меглюмин; Метамизол; Меглюмина натрия сукцинат,,
КР656,Эмфизема легких,J43,Взрослые,Российское респираторное общество,25.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/656_2,,,
КР284,Катаракта старческая,"H25.0, H25.1, H25.2, H25.8, H25.9",Взрослые,"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Общероссийская общественная организация «Общество офтальмологов России»",25.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/284_2,Аденозинтрифосфат,,
КР820,"Аномалии объема амниотической жидкости (многоводие, маловодие)","O40, O41, O41.0, O41.8, O41.9","Взрослые, дети",Российское общество акушеров-гинекологов,25.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/820_1,,,
КР822,Аномалии родовой деятельности,"O62, O63, O75.8","Взрослые, дети",Российское общество акушеров-гинекологов,25.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/822_1,,,
КР823,"Медицинская помощь матери при установленных или предполагаемых аномалиях и повреждениях плода, и антенатальной гибели плода","O35, O36.4, O83.4","Взрослые, дети",Российское общество акушеров-гинекологов,25.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/823_1,,,
КР7,Мочекаменная болезнь,"N20, N20.0, N20.1, N20.2, N20.9",Взрослые,"Общероссийская общественная организация ""Российское общество урологов""",22.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/7_2,Glycine; Канефрон; Canephron; Пролит; фитотерапия; Уролесан; фитотерапия; фитотерапия; Цистин,антиоксидант,
КР267,Наследственный ангиоотёк,D84.1,"Взрослые, дети","Российская ассоциация аллергологов и клинических иммунологов, Союз педиатров России, Ассоциация медицинских генетиков, Национальная Ассоциация Экспертов в области Первичных Иммунодефицитов",22.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/267_2,,квантовая медицина; квантовая медицина,
КР819,Холецистит,K81,Взрослые,"Общероссийская общественная организация ""Российское общество хирургов"", Российская Гастроэнтерологическая Ассоциация",22.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/819_1,Витамины,,
КР112,Врожденная глаукома,Q15.0,Дети,"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Общероссийская общественная организация «Общество офтальмологов России»",21.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/112_2,Витамины; Поливитамины; Цистин,биорезонанс; биорезонанс,
КР68,Гепатобластома,"C22.2, D13.4",Дети,Российское общество детских онкологов и гематологов,21.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/68_2,,,
КР817,"Психические и поведенческие расстройства, вызванные употреблением психоактивных веществ [алкоголя, каннабиноидов, седативных и снотворных веществ, кокаина, других стимуляторов (кроме кофеина), галлюциногенов и нескольких психоактивных веществ] Психотическое расстройство","F10.5, F12.5, F13.5, F14.5, F15.5, F16.5, F19.5","Взрослые, дети","Общественная организация ""Российское общество психиатров""",21.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/817_1,,,
КР170,Специфические расстройства развития речи у детей,"F80.0, F80.1, F80.2, F80.8",Дети,"Общественная организация ""Российское общество психиатров""",21.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/170_3,Ноотропил; Piracetam; Гопантеновая кислота; Ginkgo biloba; Phenibut; Церебролизин; Cerebrolysin,,
КР816,Гломерулярные болезни: фокально-сегментарный гломерулосклероз,"N00.1, N01.1, N02.1, N03.1, N04.1, N05.1, N06.1, N07.1, N18.1, N18.2, N18.3, N18.4, N18.5, N18.9",Взрослые,Национальная Ассоциация нефрологов,21.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/816_1,Интерфероны,,
КР818,Вторичная глаукома,"H40.3, H40.4, H40.5, H40.6, H40.8, H40.9, H42.8",Дети,"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Общероссийская общественная организация «Общество офтальмологов России»",21.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/818_1,Витамины; Поливитамины; Таурин,биорезонанс; биорезонанс,
КР814,Ишемический инсульт и транзиторная ишемическая атака,"G45.0, G45.1, G45.2, G45.3, G45.4, G45.8, G45.9, G46.0, G46.1, G46.2, G46.3, G46.4, G46.5, G46.6, G46.7, G46.8, I63.0, I63.1, I63.2, I63.3, I63.4, I63.5, I63.6, I63.8, I63.9, I64, I65.0, I65.1, I65.2, I65.3, I65.8, I65.9, I66.0, I66.1, I66.2, I66.3, I66.4, I66.8, I66.9, I67.6","Взрослые, дети","Ассоциация нейрохирургов России, Всероссийское общество неврологов, Национальная ассоциация по борьбе с инсультом, Общероссийская общественная организация ""Союз реабилитологов России"", Межрегиональная общественная организация ""Объединение нейроанестезиологов и нейрореаниматологов""",20.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/814_1,Actovegin; Винпоцетин; Холина альфосцерат; Глицин; Glycine; Инозин; Винпоцетин; Vinpocetine; Cortexin; Mexidol; Персен; Персен; Семакс; Semax; Целлекс; Церебролизин; Cerebrolysin; Цитиколин; Citicoline; Цитофлавин; Cytoflavin; Глицин,антиоксидант; психосоматика,
КР815,Травма носа,"S00.3, S01.2, S02.2, S02.2, S02.2","Взрослые, дети",Национальная медицинская ассоциация оториноларингологов,20.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/815_1,Метамизол; Метамизол; Троксерутин,,
КР683,Хронический тонзиллит,"J31.2, J35.0, J35.8, J35.9","Взрослые, дети",Национальная медицинская ассоциация оториноларингологов,20.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/683_2,хвощ,,
КР664,Паратонзиллярный абсцесс,"J36, J39.0, J39.1","Взрослые, дети",Национальная медицинская ассоциация оториноларингологов,20.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/664_2,Витамины,,
КР469,Хроническая болезнь почек (ХБП),"D63.8, E21.1, E43, E44, E83.3, E83.5, E83.8, E87.2, E87.5, E89.2, N15.9, N18.1, N18.2, N18.3, N18.4, N18.5, N18.9, N19, N25.0, Z49.0, Z49.1, Z49.2",Взрослые,Национальная Ассоциация нефрологов,19.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/469_3,Витамины; meglumine; Триметазидин,дилюция; антиоксидант; дилюция,
КР813,Травма гортани,"R04.1, S10.0, S10.1, S11.0","Взрослые, дети",Национальная медицинская ассоциация оториноларингологов,19.11.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/813_1,Метамизол; Метамизол,,
