=== СВОДКА ПО КЛИНИЧЕСКИМ РЕКОМЕНДАЦИЯМ ===

ID;Название;МКБ-10;Возраст;Разработчик;Дата;Статус;Ссылка;Уровни рекомендаций (A1: 5, B2: 3 и т.д.);MedIQ (кол-во);Blacklist (кол-во);Маркеры (кол-во);Препараты MedIQ;Маркеры;Чёрный список
749_1;Грипп у взрослых;J09, J10, J11;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";20.01.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/749_1;MEDIQ;Бутамират;С5;Препарат Бутамират рекомендуется в качестве противокашлевого средства в комплексной терапии гриппа.;"аций С (уровень достоверности доказательств – 5). Комментарии: Ацетилцистеин** – по 1 таблетке по 200 мг – 2-3 раза в день, перорально, курс до 5 дней; Бромгексин – внутрь по 8 мг 3 (1–2 таблетки) 3–4 раза в сутки; Амброксол** – внутрь 30 мг, 90 мг/сут, курс до 5 дней; [110]. Бромгексин + Гвайфенезин + Сальбутамол – таблетки (2 мг сальбутамола сульфата + 8 мг бромгексина гидрохлорида + 100 мг гвайфенезина в 1 таблетке) внутрь по 1 таблетке 3 р./сут в течение 5 дней. • Рекомендуется назначение си"
749_1;Грипп у взрослых;J09, J10, J11;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";20.01.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/749_1;MEDIQ;Бутамират;С5;Препарат Бутамират рекомендуется в качестве противокашлевого средства в комбинации с отхаркивающими препаратами для лечения гриппа у пациентов с сухим непродуктивным кашлем.;"омендаций С (уровень достоверности доказательств – 5). Комментарии: Ацетилцистеин** – по 1 таблетке по 200 мг – 2-3 раза в день, перорально, курс до 5 дней; Бромгексин – внутрь по 8 мг 3 (1–2 таблетки) 3–4 раза в сутки; Амброксол** – внутрь 30 мг, 90 мг/сут, курс до 5 дней; [110]. Бромгексин + Гвайфенезин + Сальбутамол – таблетки (2 мг сальбутамола сульфата + 8 мг бромгексина гидрохлорида + 100 мг гвайфенезина в 1 таблетке) внутрь по 1 таблетке 3 р./сут в течение 5. • Рекомендуется назначение си"
749_1;Грипп у взрослых;J09, J10, J11;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";20.01.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/749_1;MEDIQ;Цикл;С2;Препарат «Цикл» упоминается в контексте рекомендации по использованию иммуностимуляторов для экстренной и плановой химиопрофилактики гриппа.;ование интерферонов у лиц после контакта с больным гриппом или в эпидемический сезон с целью экстренной и плановой химиопрофилактики [170173]. • Интерферон лейкоцитарный человеческий (лиофилизат для приготовления назального введения) – содержимое растворяют в 5 мл воды для инъекций, интраназально по 5 капель в каждый носовой ход 2 раза в сутки (разовая доза – 3 тыс. МЕ, суточная доза – 15-18 тыс. МЕ), в течение 5 – 7 дней. При однократном контакте достаточно одного закапывания. При необходимости
749_1;Грипп у взрослых;J09, J10, J11;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";20.01.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/749_1;MEDIQ;Неовир;Не определенНе определен;Препарат «Неовир» упоминается в контексте его эффективности в профилактике острых респираторных заболеваний и гриппа в производственном коллективе.;"илактике гриппа и острых респираторных вирусных инфекций. Справочник поликлинического врача. 2012; 11: С. 31–36. 193. Moore N., Le Parc J.M., van Ganse E. et al. Tolerability of ibuprofen, aspirin and paracetamol for the treatment of cold and flu symptoms and sore throat pain. Int J Clin Pract 2002;56(10):732- 4. 194. Spivak N.I., Grabchenko N.I., Lazarenko L.N. et al. The antibacterial efficacy of preparations of interferon and its inducers. Mikrobiol Z. 1999; 61(1): P. 32–45. 195. Лопатин А.С."
749_1;Грипп у взрослых;J09, J10, J11;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";20.01.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/749_1;MEDIQ;Неовир;С4;Препарат «Неовир» упоминается в контексте рекомендаций по использованию иммуностимуляторов для экстренной и плановой химиопрофилактики гриппа.; – 3 тыс. МЕ, суточная доза – 15-18 тыс. МЕ), в течение 5 – 7 дней. При однократном контакте достаточно одного закапывания. При необходимости профилактические курсы повторяют. При сезонном повышении заболеваемости в указанной дозе, утром 1 – 2 дня [279]. Уровень убедительности рекомендаций С (уровень достоверности доказательств – 4) • Рекомендовано использование иммуностимуляторов у лиц после контакта с больным гриппом или в эпидемический сезон с целью экстренной и плановой химиопрофилактики [16
749_1;Грипп у взрослых;J09, J10, J11;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";20.01.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/749_1;MEDIQ;Тилорон-СЗ;Не определенНе определен;Препарат «Тилорон-СЗ» упоминается в контексте профилактики и лечения острых респираторных вирусных инфекций, включая грипп.;"nd therapy of influenza. Zh Mikrobiol Epidemiol Immunobiol. 2014;(5):50-53. 176. Кареткина Г. Н. Применение индукторов интерферонов для лечения и профилактики гриппа и других острых респираторных вирусных инфекций // Лечащий врач. — 2009.-№9. 177. Selkova EP, Iakovlev VN, Semenenko TA, Filatov NN, Gotvianskaia TP, Danilina GA, Pantiukhova TN, Nikitina GIu, Tur""ianov MKh (2001). «Evaluation of amyxin effect in prophylaxis of acute respiratory viral infections» (Russian). Zh. Mikrobiol. Epidemiol."
749_1;Грипп у взрослых;J09, J10, J11;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";20.01.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/749_1;MEDIQ;Тилорон-ВЕРТЕКС;Не определенНе определен;Препарат «Тилорон-ВЕРТЕКС» упоминается в контексте профилактики и лечения острых респираторных вирусных инфекций, включая грипп.;"nd therapy of influenza. Zh Mikrobiol Epidemiol Immunobiol. 2014;(5):50-53. 176. Кареткина Г. Н. Применение индукторов интерферонов для лечения и профилактики гриппа и других острых респираторных вирусных инфекций // Лечащий врач. — 2009.-№9. 177. Selkova EP, Iakovlev VN, Semenenko TA, Filatov NN, Gotvianskaia TP, Danilina GA, Pantiukhova TN, Nikitina GIu, Tur""ianov MKh (2001). «Evaluation of amyxin effect in prophylaxis of acute respiratory viral infections» (Russian). Zh. Mikrobiol. Epidemiol."
749_1;Грипп у взрослых;J09, J10, J11;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";20.01.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/749_1;MEDIQ;Тилорам;Не определенНе определен;Препарат «Тилорам» упоминается в контексте профилактики и лечения острых респираторных вирусных инфекций, включая грипп. Он упоминается как средство выбора для лечения и профилактики ОРВИ.;"nd therapy of influenza. Zh Mikrobiol Epidemiol Immunobiol. 2014;(5):50-53. 176. Кареткина Г. Н. Применение индукторов интерферонов для лечения и профилактики гриппа и других острых респираторных вирусных инфекций // Лечащий врач. — 2009.-№9. 177. Selkova EP, Iakovlev VN, Semenenko TA, Filatov NN, Gotvianskaia TP, Danilina GA, Pantiukhova TN, Nikitina GIu, Tur""ianov MKh (2001). «Evaluation of amyxin effect in prophylaxis of acute respiratory viral infections» (Russian). Zh. Mikrobiol. Epidemiol."
749_1;Грипп у взрослых;J09, J10, J11;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";20.01.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/749_1;MEDIQ;Тилорон;Не определенНе определен;Препарат Тилорон упоминается в контексте профилактики и лечения острых респираторных вирусных инфекций, включая грипп. Он описывается как средство выбора для этих целей.;"nd therapy of influenza. Zh Mikrobiol Epidemiol Immunobiol. 2014;(5):50-53. 176. Кареткина Г. Н. Применение индукторов интерферонов для лечения и профилактики гриппа и других острых респираторных вирусных инфекций // Лечащий врач. — 2009.-№9. 177. Selkova EP, Iakovlev VN, Semenenko TA, Filatov NN, Gotvianskaia TP, Danilina GA, Pantiukhova TN, Nikitina GIu, Tur""ianov MKh (2001). «Evaluation of amyxin effect in prophylaxis of acute respiratory viral infections» (Russian). Zh. Mikrobiol. Epidemiol."
749_1;Грипп у взрослых;J09, J10, J11;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";20.01.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/749_1;MEDIQ;Тилорона дигидрохлорид;Не определенНе определен;Препарат «Тилорона дигидрохлорид» упоминается в контексте профилактики и лечения острых респираторных вирусных инфекций, включая грипп.;"nd therapy of influenza. Zh Mikrobiol Epidemiol Immunobiol. 2014;(5):50-53. 176. Кареткина Г. Н. Применение индукторов интерферонов для лечения и профилактики гриппа и других острых респираторных вирусных инфекций // Лечащий врач. — 2009.-№9. 177. Selkova EP, Iakovlev VN, Semenenko TA, Filatov NN, Gotvianskaia TP, Danilina GA, Pantiukhova TN, Nikitina GIu, Tur""ianov MKh (2001). «Evaluation of amyxin effect in prophylaxis of acute respiratory viral infections» (Russian). Zh. Mikrobiol. Epidemiol."
749_1;Грипп у взрослых;J09, J10, J11;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";20.01.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/749_1;BLACKLIST;Интерфероны;B,C2,4;Препарат «Интерфероны» упоминается как рекомендованный для лечения гриппа при наличии иммунодефицитов. Уровень убедительности рекомендаций и уровень достоверности доказательств указаны для двух типов ;там с симптомами гриппа при наличии легкой и среднетяжелой формы иммунодефицитов c иммуномодулирующей и противовирусной целью o Имидазолилэтанамид пентандиовой кислоты** [52, 160–168]. Уровень убедительности рекомендаций C (уровень достоверности доказательств – 5). Комментарии: механизм действия имидазолилэтанамид пентандиовой кислоты** реализуется на уровне инфицированных клеток за счет стимуляции факторов врожденного иммунитета, подавляемых вирусными белками. Вызывает повышение уровня интерфер
749_1;Грипп у взрослых;J09, J10, J11;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";20.01.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/749_1;BLACKLIST;Интерфероны;С4;Препарат «Интерфероны» рекомендуется для экстренной и плановой химиопрофилактики гриппа у лиц после контакта с больным или в эпидемический сезон.;ков и постояльцев заведений с длительным круглосуточным для получения лечения/ухода, во время вспышек гриппа в учреждении. o Балоксавир марбоксил – экстренная профилактика: препарат следует принять как можно скорее в течение 48 часов после близкого контакта с заболевшим гриппом человеком. Препарат принимают внутрь однократно, вне зависимости от приема пищи, при массе тела пациента от 40 кг до 80 кг - 40 мг, ≥80 кг - 80 мг [130]. Уровень убедительности рекомендаций A (уровень достоверности доказа
749_1;Грипп у взрослых;J09, J10, J11;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";20.01.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/749_1;BLACKLIST;Интерфероны;В, С, C2, 4, 5;Препарат «Интерфероны» упоминается как рекомендованный для лечения гриппа, с указанием дозировки и способа применения. Уровень убедительности рекомендаций и уровень достоверности доказательств указаны; за счет стимуляции факторов врожденного иммунитета, подавляемых вирусными белками. Вызывает повышение уровня интерферона в крови до физиологической нормы, обладает противовоспалительной активностью. Прием препарата начинают с момента появления первых симптомов заболевания, желательно не позднее 2 суток от начала болезни, внутрь независимо от приема пищи по 1 капсуле (90 мг) 1 раз в сутки в течение 5-7 дней. Противопоказан при повышенной чувствительности к любому компоненту препарата, дефиците л
749_1;Грипп у взрослых;J09, J10, J11;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";20.01.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/749_1;BLACKLIST;Интерфероны;В, С2, 4;Интерфероны альфа-2b и гамма человеческий рекомбинантный упоминаются как рекомендованные препараты для интраназального применения при первых признаках гриппа.;юбому компоненту препарата, дефиците лактазы, непереносимости лактозы, глюкозо-галактозной мальабсорбции, беременности и в период грудного вскармливания. o Интерферон альфа-2b или интерферон гамма человеческий рекомбинантный** [52, 169–173, 187-196, 286-289]. Для интерферона гамма человеческого рекомбинантного**: Уровень убедительности рекомендаций В (уровень достоверности доказательств – 2). Для интерферона альфа-2b: Уровень убедительности рекомендаций С (уровень достоверности доказательств – 4
749_1;Грипп у взрослых;J09, J10, J11;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";20.01.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/749_1;BLACKLIST;Интерфероны;B, C2, 4;Интерфероны альфа-2b и гамма человеческий рекомбинантный рекомендуются в качестве противовирусного средства при гриппе, хотя и не входят в международные клинические рекомендации по лечению.; инфицированных клеток за счет стимуляции факторов врожденного иммунитета, подавляемых вирусными белками. Вызывает повышение уровня интерферона в крови до физиологической нормы, обладает противовоспалительной активностью. Прием препарата начинают с момента появления первых симптомов заболевания, желательно не позднее 2 суток от начала болезни, внутрь независимо от приема пищи по 1 капсуле (90 мг) 1 раз в сутки в течение 5-7 дней. Противопоказан при повышенной чувствительности к любому компоненту
749_1;Грипп у взрослых;J09, J10, J11;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";20.01.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/749_1;BLACKLIST;Интерфероны;B,C2,4;В тексте описываются интерферон альфа-2b и интерферон гамма человеческий рекомбинантный как препараты, используемые в комплексной терапии гриппа. Уровень убедительности рекомендаций и уровень достовер;при наличии легкой и среднетяжелой формы иммунодефицитов c иммуномодулирующей и противовирусной целью o Имидазолилэтанамид пентандиовой кислоты** [52, 160–168]. Уровень убедительности рекомендаций C (уровень достоверности доказательств – 5). Комментарии: механизм действия имидазолилэтанамид пентандиовой кислоты** реализуется на уровне инфицированных клеток за счет стимуляции факторов врожденного иммунитета, подавляемых вирусными белками. Вызывает повышение уровня интерферона в крови до физиологи
749_1;Грипп у взрослых;J09, J10, J11;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";20.01.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/749_1;BLACKLIST;Гвайфенезин;С5;Препарат Гвайфенезин рекомендуется в составе комбинации с другими лекарственными средствами для лечения бронхита, сопровождающегося влажным кашлем.;ь через каждые 4 ч (не более 3 доз в течение 24 ч). • Не рекомендуется назначение салициловой кислоты и ее производных пациентам с гипертермией с жаропонижающей целью, вследствие возможных побочных явлений в 36 виде нарушения гемостаза и обострения язвенной болезни желудка и 12-ти перстной кишки [52, 62, 92, 193]. Уровень убедительности рекомендаций С (уровень достоверности доказательств – 5). • Рекомендовано пациентам с острым бронхитом, обусловленным вирусом гриппа сопровождающихся бронхообстр
749_1;Грипп у взрослых;J09, J10, J11;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";20.01.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/749_1;BLACKLIST;Гвайфенезин;С5;Гвайфенезин упоминается в составе комбинированного препарата, рекомендуемого для лечения гриппа, сопровождающегося бронхообструкцией и влажным кашлем.;ть через каждые 4 ч (не более 3 доз в течение 24 ч). • Не рекомендуется назначение салициловой кислоты и ее производных пациентам с гипертермией с жаропонижающей целью, вследствие возможных побочных явлений в виде нарушения гемостаза и обострения язвенной болезни желудка и 12-ти перстной кишки [52, 62, 92, 193]. Уровень убедительности рекомендаций С (уровень достоверности доказательств – 5). • Рекомендовано пациентам с острым бронхитом, обусловленным вирусом гриппа сопровождающихся бронхообструк
749_1;Грипп у взрослых;J09, J10, J11;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";20.01.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/749_1;BLACKLIST;Неовир;Не определенНе определен;"Препарат ""Неовир"" упоминается в контексте его эффективности в профилактике острых респираторных заболеваний и гриппа в производственном коллективе.";"илактике гриппа и острых респираторных вирусных инфекций. Справочник поликлинического врача. 2012; 11: С. 31–36. 193. Moore N., Le Parc J.M., van Ganse E. et al. Tolerability of ibuprofen, aspirin and paracetamol for the treatment of cold and flu symptoms and sore throat pain. Int J Clin Pract 2002;56(10):732- 4. 194. Spivak N.I., Grabchenko N.I., Lazarenko L.N. et al. The antibacterial efficacy of preparations of interferon and its inducers. Mikrobiol Z. 1999; 61(1): P. 32–45. 195. Лопатин А.С."
749_1;Грипп у взрослых;J09, J10, J11;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";20.01.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/749_1;BLACKLIST;Неовир;С4;Препарат «Неовир» упоминается в контексте рекомендации по использованию иммуностимуляторов для экстренной и плановой химиопрофилактики гриппа.; – 3 тыс. МЕ, суточная доза – 15-18 тыс. МЕ), в течение 5 – 7 дней. При однократном контакте достаточно одного закапывания. При необходимости профилактические курсы повторяют. При сезонном повышении заболеваемости в указанной дозе, утром 1 – 2 дня [279]. Уровень убедительности рекомендаций С (уровень достоверности доказательств – 4) • Рекомендовано использование иммуностимуляторов у лиц после контакта с больным гриппом или в эпидемический сезон с целью экстренной и плановой химиопрофилактики [16
749_1;Грипп у взрослых;J09, J10, J11;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";20.01.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/749_1;BLACKLIST;Неовир;Не определенНе определен;Препарат «Неовир» упоминается в контексте его эффективности в профилактике респираторных заболеваний и гриппа в производственном коллективе.;"2- 4. 194. Spivak N.I., Grabchenko N.I., Lazarenko L.N. et al. The antibacterial efficacy of preparations of interferon and its inducers. Mikrobiol Z. 1999; 61(1): P. 32–45. 195. Лопатин А.С., Свистушкин В.М. Острый риносинусит: этиология, патогенез, диагностика и принципы лечения. Клинические рекомендации. М.: Российское общество ринологов. -2009-26 с. 196. Oстрый риносинусит. Клинические рекомендации. М-Ростов-на-Дону: Общероссийская общественная организация ""Ассоциация врачей общей практики ("
750_1;Соматическая дисфункция;M99.0, M99.8, M99.9;Взрослые, дети;Общероссийская общественная организация содействия развитию остеопатии «Российская остеопатическая ассоциация»;07.02.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/750_1;MARKER;остеопатия;Не определенНе определен;Остеопатия упоминается как метод лечения и реабилитации, который может применяться на всех этапах оказания медицинской помощи. Она описывается как способ улучшения адаптационных возможностей организма;я, степени гидратации и структуры ткани), сегментарными (в виде рефлекторного ответа) или региональными (в виде улучшения кровоснабжения и лимфотока), и глобальными (в виде гормональных эффектов) и могут возникать через различные промежутки времени после сеанса ОК — от нескольких минут до нескольких недель. Описанные эффекты ОК в целом увеличивают адаптационные резервы организма, его устойчивость к различным повреждающим факторам, и стимулируют его собственные процессы самокоррекции и самовосста
750_1;Соматическая дисфункция;M99.0, M99.8, M99.9;Взрослые, дети;Общероссийская общественная организация содействия развитию остеопатии «Российская остеопатическая ассоциация»;07.02.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/750_1;MARKER;остеопатия;С5;Остеопатия упоминается как профиль медицинской помощи и метод лечения, а также как специализация врача-остеопата.;ктивность в составе комплексной терапии [41,42] УДД 5 УУР С 52 4. Медицинская реабилитация и санаторно-курортное лечение, медицинские показания и противопоказания к применению методов медицинской реабилитации, в том числе основанных на использовании природных лечебных факторов Не требуются. 5. Профилактика и диспансерное наблюдение, медицинские показания и противопоказания к применению методов профилактики • Рекомендуется соблюдение оптимального двигательного стереотипа, принципов рационального 
750_1;Соматическая дисфункция;M99.0, M99.8, M99.9;Взрослые, дети;Общероссийская общественная организация содействия развитию остеопатии «Российская остеопатическая ассоциация»;07.02.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/750_1;MARKER;остеопатия;Не определенНе определен;Остеопатия упоминается как профиль медицинской помощи и услуга, которую может оказывать врач-остеопат. Это метод лечения, а не лекарственное средство.;авлению врача-терапевта, врача-терапевта участкового, врача общей практики (семейного врача), врача-педиатра, врача-педиатра участкового, врача мануальной терапии, фельдшера. Для обеспечения принципа преемственности при направлении к врачу- остеопату пациенту предоставляется выписка из медицинской документации пациента, заверенная подписью лечащего врача и подписью руководителя (уполномоченного лица) направляющей медицинской организации, содержащая диагноз заболевания (состояния), код диагноза п
750_1;Соматическая дисфункция;M99.0, M99.8, M99.9;Взрослые, дети;Общероссийская общественная организация содействия развитию остеопатии «Российская остеопатическая ассоциация»;07.02.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/750_1;MARKER;остеопатия;Не определенНе определен;Остеопатия упоминается как метод лечения и реабилитации, который может применяться на всех этапах медицинской помощи и в сочетании с другими видами лечения.;в из депо [140] Уменьшение количества внеклеточной жидкости по данным биоимпедансометрии [141] Уменьшение вязкости тканей по данным вибрационной вискоэластометрии [142] Эффекты ОК могут быть по степени выраженности локальными (в виде изменения коллоидного состояния, степени гидратации и структуры ткани), сегментарными (в виде рефлекторного ответа) или региональными (в виде улучшения кровоснабжения и лимфотока), и глобальными (в виде гормональных эффектов) и могут возникать через различные промеж
750_1;Соматическая дисфункция;M99.0, M99.8, M99.9;Взрослые, дети;Общероссийская общественная организация содействия развитию остеопатии «Российская остеопатическая ассоциация»;07.02.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/750_1;MARKER;рефлексотерапия;Не определенНе определен;Препарат «рефлексотерапия» упоминается в разделе рекомендаций как дополнительный немедикаментозный метод лечения.;нт компонент Г оловы 1 23 Сг 123 Шеи 1 23 1 23 С1-СЗ 1 23 1 23 Верхних конечностей 1 23 С4-С6 123 1 23 Грудной 123 1 2 3 С7-ТМ 1 23 1 23 Поясничный 1 23 1 2 3 ТЬ2-ТЬ5 1 23 1 23 Таза 1 23 1 2 3 ТЬ6-ТЬ9 1 23 1 23 Нижних конечностей 1 23 ТЫО-Ы 1 23 I 23 Твердой мозговой 1 23 Т2-Ь5 1 23 1 23 оболочки Локальный Указывают отдельные соматические дисфункции (острые или хронические): Доминирующая естлатическая дисфункция: 'Глобальное нейродинамическое нарушение у детей до 1 года не оценивается. Постураль
753_1;Посттравматическое стрессовое расстройство;F43.1;Взрослые;"Общественная организация ""Российское общество психиатров""";28.02.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/753_1;MEDIQ;Тофизопам;В2;Препарат тофизопам упоминается в контексте комбинации с производными бензодиазепина в качестве возможного варианта лечения. Он рекомендуется в определенных дозировках в первые 2-4 недели терапии.;3,104,105,106] Тиаприд 200-300 [110] #Хлорпротиксен 25-150 [310] Противоэпилептические препараты #Ламотриджин 25-500 [87] #Топирамат** 200-400 [53] Уровень убедительности рекомендаций В (уровень достоверности доказательств 2). 131 Приложение Б. Алгоритмы действий врача Алгоритм ведения пациента с посттравматическим стрессовым расстройство 132 Приложение Б1. Алгоритм терапии ПТСР 133 1. При наличии организационных возможностей и показаний возможно сразу назначение комбинированной терапии психотер
753_1;Посттравматическое стрессовое расстройство;F43.1;Взрослые;"Общественная организация ""Российское общество психиатров""";28.02.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/753_1;MEDIQ;Тофизопам;B3;Препарат тофизопам рекомендуется для купирования симптомов ПТСР, таких как эмоциональное напряжение, тревога и вегетативные расстройства. Уровень убедительности рекомендаций - B, а уровень достовернос;"йской медицинской практике он традиционно применялся для лечения тревожных расстройств, купирования панических атак, а также в лечении ветеранов с ПТСР. При назначении производных бензодиазепина следует учитывать период полувыведения при решении вопроса о кратности приема и профилактики эффектов кумуляции (бромдигидрохлорфенилбензодиазепин** в связи с длительным периодом полувыведения не рекомендуется назначать более 1-2 раз в сутки; алпразолам в связи с относительно небольшим периодом полувывед"
